gene	n_datasets_testable	n_datasets_fdr05	median_evidence_percentile	equal_dataset_mean_percentile	rank
AC084809.1	2	0	0.30706420020211805	0.30706420020211805	17211
ANKRD42	2	0	0.3070491938353874	0.3070491938353874	17212
UBA6-AS1	2	0	0.3070169242637759	0.3070169242637759	17213
ALKAL2	1	0	0.3069609696430557	0.3069609696430557	17214
GRK3	2	0	0.3068903030981051	0.3068903030981051	17215
TEX29	2	0	0.30686643931393337	0.30686643931393337	17216
CLVS1	2	0	0.30681005301356196	0.30681005301356196	17217
NOCT	2	0	0.30680913522421877	0.30680913522421877	17218
SYT5	1	0	0.306738574446792	0.306738574446792	17219
SHKBP1	2	0	0.3067377773480658	0.3067377773480658	17220
ZNF720	2	0	0.3066399046664414	0.3066399046664414	17221
SHBG	1	0	0.3066152927769034	0.3066152927769034	17222
RNF152	2	0	0.3066144935975354	0.3066144935975354	17223
RPS27	2	0	0.3065943836486636	0.3065943836486636	17224
C2orf76	2	0	0.3065917311143874	0.3065917311143874	17225
PCSK1	1	0	0.3065717780495941	0.3065717780495941	17226
RPS27A	2	0	0.3065625842209353	0.3065625842209353	17227
RTL5	2	0	0.3064577321708784	0.3064577321708784	17228
NME9	1	0	0.3064524881966679	0.3064524881966679	17229
KMT2D	2	0	0.3064392859742578	0.3064392859742578	17230
TRIM61	1	0	0.3063982200032561	0.3063982200032561	17231
KLHL8	2	0	0.30639538682882034	0.30639538682882034	17232
EMC4	2	0	0.3063649289446452	0.3063649289446452	17233
LINC01011	2	0	0.3063256382666066	0.3063256382666066	17234
AC026801.2	2	0	0.30630599334174585	0.30630599334174585	17235
SPATA33	2	0	0.3062708102911702	0.3062708102911702	17236
DNAJC30	2	0	0.3062112840380222	0.3062112840380222	17237
CFAP69	2	0	0.306189358665635	0.306189358665635	17238
SFXN1	2	0	0.30616238272394275	0.30616238272394275	17239
RAC1	2	0	0.30611545743612284	0.30611545743612284	17240
TAF13	2	0	0.30611309736274184	0.30611309736274184	17241
MRPL22	2	0	0.30597314278201526	0.30597314278201526	17242
AC156455.1	1	0	0.3059640744559614	0.3059640744559614	17243
METTL2A	2	0	0.30588104972431407	0.30588104972431407	17244
SRSF3	2	0	0.30585292610291664	0.30585292610291664	17245
TTC5	2	0	0.3058119047624349	0.3058119047624349	17246
EIF4EBP3	2	0	0.30574103099129635	0.30574103099129635	17247
AC009414.2	1	0	0.3056674091551641	0.3056674091551641	17248
AC073878.1	1	0	0.3056384652954903	0.3056384652954903	17249
HIST2H2BE	2	0	0.30563357620110565	0.30563357620110565	17250
KIF21A	2	0	0.3055891159510137	0.3055891159510137	17251
ARF3	2	0	0.30555893194430817	0.30555893194430817	17252
PYY	2	0	0.30554270392984445	0.30554270392984445	17253
RPP14	2	0	0.3055368797603989	0.3055368797603989	17254
CTCF	2	0	0.3055312350862047	0.3055312350862047	17255
AL390728.5	2	0	0.30548214878447094	0.30548214878447094	17256
WEE2-AS1	2	0	0.30548020364210693	0.30548020364210693	17257
AL513314.2	2	0	0.3054714260099588	0.3054714260099588	17258
KCNMB3	2	0	0.30544399452152593	0.30544399452152593	17259
AC026470.2	1	0	0.3054213925218429	0.3054213925218429	17260
ZNRF3-AS1	2	0	0.30532252942691723	0.30532252942691723	17261
AC092368.3	1	0	0.3052374068720116	0.3052374068720116	17262
VGF	2	0	0.3052219487164945	0.3052219487164945	17263
SNRPD1	2	0	0.3051882064742007	0.3051882064742007	17264
ATP13A1	2	0	0.3051403988537094	0.3051403988537094	17265
ERICH5	2	0	0.30513832351810005	0.30513832351810005	17266
ANAPC10	2	0	0.3051348913760721	0.3051348913760721	17267
CERS6	2	0	0.30509458613892526	0.30509458613892526	17268
SLC35A4	2	0	0.3050773005850466	0.3050773005850466	17269
DDX28	2	0	0.3050242107926412	0.3050242107926412	17270
AC139100.1	1	0	0.3049329787811363	0.3049329787811363	17271
MIR155HG	1	0	0.3048950783840388	0.3048950783840388	17272
CTNNAL1	2	0	0.30484953294445716	0.30484953294445716	17273
AL136456.1	1	0	0.3048244423943127	0.3048244423943127	17274
EPN1	2	0	0.3048160126293195	0.3048160126293195	17275
MOCS1	2	0	0.3048116213877707	0.3048116213877707	17276
RASGRF2	2	0	0.3047999333019584	0.3047999333019584	17277
BAIAP2L2	2	0	0.3047944331438969	0.3047944331438969	17278
NDUFA1	2	0	0.3047024356553309	0.3047024356553309	17279
PRAC2	1	0	0.3046814188813521	0.3046814188813521	17280
IL7	2	0	0.30467202015887473	0.30467202015887473	17281
IRF2BP1	2	0	0.30466426948566827	0.30466426948566827	17282
ABHD14A	2	0	0.3046621045613272	0.3046621045613272	17283
NFAT5	2	0	0.3046417528914491	0.3046417528914491	17284
SLC25A12	2	0	0.30462211098220227	0.30462211098220227	17285
RALY	2	0	0.30460518629345035	0.30460518629345035	17286
MMAA	2	0	0.3045931366061569	0.3045931366061569	17287
COL14A1	2	0	0.30454737016775246	0.30454737016775246	17288
MAPKAPK2	2	0	0.304426755333261	0.304426755333261	17289
NSUN5	2	0	0.304236031500008	0.304236031500008	17290
AP000331.1	1	0	0.3042274922667825	0.3042274922667825	17291
ZNF17	2	0	0.3041220923254203	0.3041220923254203	17292
PM20D1	1	0	0.3041189558799587	0.3041189558799587	17293
CBLN1	1	0	0.3040698320916268	0.3040698320916268	17294
HLF	2	0	0.3040368822525211	0.3040368822525211	17295
CYB5R3	2	0	0.3040237832092936	0.3040237832092936	17296
HACL1	2	0	0.30399380820686617	0.30399380820686617	17297
ABHD18	2	0	0.30392944891096474	0.30392944891096474	17298
UNC93B1	2	0	0.30389146455521016	0.30389146455521016	17299
TMOD1	2	0	0.30386551502405723	0.30386551502405723	17300
C6orf132	2	0	0.30383354646891675	0.30383354646891675	17301
AC005618.4	1	0	0.3037933467194876	0.3037933467194876	17302
FDXACB1	2	0	0.30377770822908357	0.30377770822908357	17303
NENF	2	0	0.303754299716635	0.303754299716635	17304
SLC29A3	2	0	0.30373284401340783	0.30373284401340783	17305
CDC27	2	0	0.3036042004813223	0.3036042004813223	17306
EIF2AK1	2	0	0.3035862424041862	0.3035862424041862	17307
TIPARP-AS1	2	0	0.3035407649301362	0.3035407649301362	17308
MKRN2	2	0	0.30352517413690794	0.30352517413690794	17309
AL591623.1	1	0	0.3035220057524285	0.3035220057524285	17310
EOMES	1	0	0.3034677375590167	0.3034677375590167	17311
ITGA1	2	0	0.30345723142364356	0.30345723142364356	17312
SRSF7	2	0	0.3034400117037215	0.3034400117037215	17313
AL031587.2	1	0	0.3034134693656048	0.3034134693656048	17314
WDCP	2	0	0.303386788282367	0.303386788282367	17315
PCOLCE2	2	0	0.30334875244797493	0.30334875244797493	17316
STT3A	2	0	0.30334325377818516	0.30334325377818516	17317
THRAP3	2	0	0.3033284000224792	0.3033284000224792	17318
TLR1	1	0	0.3033211213845398	0.3033211213845398	17319
C3orf80	2	0	0.30331083018683314	0.30331083018683314	17320
CLCN6	2	0	0.303208309626852	0.303208309626852	17321
AC026471.4	2	0	0.3031702010281091	0.3031702010281091	17322
ITGAL	1	0	0.3031121064792647	0.3031121064792647	17323
PPIL1	2	0	0.3030851259647963	0.3030851259647963	17324
PFDN5	2	0	0.30304800815950345	0.30304800815950345	17325
PPP1R3G	1	0	0.3030134549093739	0.3030134549093739	17326
DHX36	2	0	0.3029913833497453	0.3029913833497453	17327
AP001033.2	1	0	0.30297932381831	0.30297932381831	17328
VBP1	2	0	0.3029728139026803	0.3029728139026803	17329
TADA2A	2	0	0.3029663057910426	0.3029663057910426	17330
PODXL2	2	0	0.3029537256007902	0.3029537256007902	17331
HNRNPH2	2	0	0.30291765756346767	0.30291765756346767	17332
ZNF446	2	0	0.3029016133189419	0.3029016133189419	17333
GTDC1	2	0	0.30289278274676595	0.30289278274676595	17334
RTKN	2	0	0.3028272161928414	0.3028272161928414	17335
AC092903.2	1	0	0.3027622510446627	0.3027622510446627	17336
ZFP69B	2	0	0.3027443062979789	0.3027443062979789	17337
MRPL10	2	0	0.30271432865181497	0.30271432865181497	17338
TRAF3	2	0	0.3026785475318341	0.3026785475318341	17339
KIAA0232	2	0	0.3026775397932002	0.3026775397932002	17340
AL356599.1	2	0	0.30263030906425314	0.30263030906425314	17341
RPGRIP1	2	0	0.30247368612663655	0.30247368612663655	17342
ZNF433	2	0	0.30246941926727156	0.30246941926727156	17343
TRIM72	2	0	0.30245933761147087	0.30245933761147087	17344
CEBPD	2	0	0.3023863141151904	0.3023863141151904	17345
USP45	2	0	0.3023289364419498	0.3023289364419498	17346
MIER1	2	0	0.3022582871293896	0.3022582871293896	17347
CRAMP1	2	0	0.3021860239733203	0.3021860239733203	17348
TEX9	2	0	0.302113088972232	0.302113088972232	17349
RPS15A	2	0	0.3020592585626163	0.3020592585626163	17350
LAS1L	2	0	0.3020453008742344	0.3020453008742344	17351
PFDN1	2	0	0.3020165918570854	0.3020165918570854	17352
CENPI	2	0	0.3019749835757702	0.3019749835757702	17353
LINC01962	1	0	0.3018939599500733	0.3018939599500733	17354
AC073333.1	1	0	0.3017854235632495	0.3017854235632495	17355
UBE2D3-AS1	1	0	0.3016768871764259	0.3016768871764259	17356
FAM3B	1	0	0.3016763844104978	0.3016763844104978	17357
PHF7	2	0	0.30164858310554177	0.30164858310554177	17358
SEC63	2	0	0.3016317580418599	0.3016317580418599	17359
DGKB	1	0	0.301622618983014	0.301622618983014	17360
KLHL17	2	0	0.30156973645488766	0.30156973645488766	17361
AC009318.4	1	0	0.3015678861336595	0.3015678861336595	17362
ASB1	2	0	0.3015600171706603	0.3015600171706603	17363
RIPK2	2	0	0.3015375024270131	0.3015375024270131	17364
FIBP	2	0	0.30152055088788104	0.30152055088788104	17365
TMOD3	2	0	0.30146911313777675	0.30146911313777675	17366
PPP1R13L	2	0	0.3014610595835967	0.3014610595835967	17367
FPR1	1	0	0.3014566885355276	0.3014566885355276	17368
KBTBD4	2	0	0.30145297041363317	0.30145297041363317	17369
TMEM184C	2	0	0.3014390237589222	0.3014390237589222	17370
LCK	1	0	0.3014340631693805	0.3014340631693805	17371
RTCA	2	0	0.3013904161505532	0.3013904161505532	17372
MINPP1	2	0	0.3012956357501049	0.3012956357501049	17373
ANXA1	2	0	0.3012269802313198	0.3012269802313198	17374
TMC8	2	0	0.3011722712451365	0.3011722712451365	17375
CREB3L4	2	0	0.301168200468913	0.301168200468913	17376
PSMA4	2	0	0.3011536062882496	0.3011536062882496	17377
WDR54	2	0	0.3011156216705375	0.3011156216705375	17378
FAM86B1	2	0	0.30110546916081526	0.30110546916081526	17379
PTPN1	2	0	0.30110195628426545	0.30110195628426545	17380
DKC1	2	0	0.30104985906459736	0.30104985906459736	17381
LINC01909	2	0	0.30103884623937405	0.30103884623937405	17382
PHLPP1	2	0	0.3010043515731685	0.3010043515731685	17383
LINC02043	2	0	0.3009710883770715	0.3009710883770715	17384
SKAP1	2	0	0.3008845198424255	0.3008845198424255	17385
SLC26A4	2	0	0.3008827735754944	0.3008827735754944	17386
SWT1	2	0	0.30086573278707635	0.30086573278707635	17387
LINC02449	1	0	0.3008451017458022	0.3008451017458022	17388
UFC1	2	0	0.30081650958480766	0.30081650958480766	17389
FPR3	1	0	0.3007895029467363	0.3007895029467363	17390
ATPAF2	2	0	0.3007341527238683	0.3007341527238683	17391
EXOSC9	2	0	0.300728719665148	0.300728719665148	17392
PYGM	2	0	0.30067437085932336	0.30067437085932336	17393
B4GALT7	2	0	0.30067228343916563	0.30067228343916563	17394
OSGEPL1-AS1	2	0	0.300666286147645	0.300666286147645	17395
CASC3	2	0	0.30062220647501514	0.30062220647501514	17396
RBM6	2	0	0.3005866912328393	0.3005866912328393	17397
EFCAB11	2	0	0.3004229119533838	0.3004229119533838	17398
SPSB2	2	0	0.30041352960189505	0.30041352960189505	17399
PSTK	2	0	0.3003823345279422	0.3003823345279422	17400
PRPF31	2	0	0.30033939190968256	0.30033939190968256	17401
NUP153	2	0	0.30031722354013013	0.30031722354013013	17402
IMP3	2	0	0.3002862332547558	0.3002862332547558	17403
MAP4K2	2	0	0.3002388344774614	0.3002388344774614	17404
RSPH1	2	0	0.3001306209341503	0.3001306209341503	17405
REEP5	2	0	0.30010095130243625	0.30010095130243625	17406
LINC01208	2	0	0.3000821186258734	0.3000821186258734	17407
KIAA0895L	2	0	0.3000546651929698	0.3000546651929698	17408
LIN28B	1	0	0.3000111197598132	0.3000111197598132	17409
TMEM198	2	0	0.29996503390728757	0.29996503390728757	17410
LINC01337	1	0	0.2998860367938352	0.2998860367938352	17411
MOGS	2	0	0.29987325356740996	0.29987325356740996	17412
WHAMM	2	0	0.2997768378268237	0.2997768378268237	17413
SLC4A2	2	0	0.2997504999936704	0.2997504999936704	17414
RCOR3	2	0	0.29972982180841135	0.29972982180841135	17415
TIMM23	2	0	0.29963404362143203	0.29963404362143203	17416
NIFK-AS1	2	0	0.2996082858480187	0.2996082858480187	17417
AL050341.2	2	0	0.2995930059556709	0.2995930059556709	17418
AF235103.3	1	0	0.2994518912465403	0.2994518912465403	17419
KLHL41	2	0	0.29929425192079234	0.29929425192079234	17420
MORC2	2	0	0.29929137208961054	0.29929137208961054	17421
LINC02198	1	0	0.2992890866663048	0.2992890866663048	17422
SPG21	2	0	0.2992780457197663	0.2992780457197663	17423
ITFG1	2	0	0.2992697606177196	0.2992697606177196	17424
ADPGK	2	0	0.29923911452741436	0.29923911452741436	17425
BICRA	2	0	0.29917239199483336	0.29917239199483336	17426
CST5	1	0	0.2991614351841297	0.2991614351841297	17427
DNAJC15	2	0	0.29909738073698533	0.29909738073698533	17428
MT-ND4L	2	0	0.2990740329530957	0.2990740329530957	17429
NFRKB	2	0	0.2988949435534333	0.2988949435534333	17430
GOPC	2	0	0.29882847615480523	0.29882847615480523	17431
DCAF13	2	0	0.2987636743765224	0.2987636743765224	17432
IBTK	2	0	0.2987217786211922	0.2987217786211922	17433
AL139807.1	1	0	0.2986921365387746	0.2986921365387746	17434
AC027682.1	2	0	0.29864383796732796	0.29864383796732796	17435
LRRC26	2	0	0.29862618345005665	0.29862618345005665	17436
DALRD3	2	0	0.298552118216596	0.298552118216596	17437
KRTAP3-1	1	0	0.2985099521850328	0.2985099521850328	17438
PRTG	2	0	0.2984722350505003	0.2984722350505003	17439
SYDE1	2	0	0.2984703372486711	0.2984703372486711	17440
ZC2HC1A	2	0	0.29844594066301766	0.29844594066301766	17441
LRRC75B	2	0	0.29838860859281585	0.29838860859281585	17442
DENR	2	0	0.29829991870084666	0.29829991870084666	17443
DCAF5	2	0	0.2982786714893009	0.2982786714893009	17444
RPS14	2	0	0.29822208076885465	0.29822208076885465	17445
SPERT	1	0	0.298203722798068	0.298203722798068	17446
LRRC57	2	0	0.2981915613936467	0.2981915613936467	17447
GPR183	1	0	0.2981639176452395	0.2981639176452395	17448
ATMIN	2	0	0.2981149843395764	0.2981149843395764	17449
CD164	2	0	0.2980189664579258	0.2980189664579258	17450
URM1	2	0	0.2980133761301897	0.2980133761301897	17451
SACM1L	2	0	0.2979663353939518	0.2979663353939518	17452
AL360270.1	2	0	0.29795425988451874	0.29795425988451874	17453
AACS	2	0	0.2979341479369551	0.2979341479369551	17454
THOC1	2	0	0.29792879327037486	0.29792879327037486	17455
AC136944.2	2	0	0.2979220070293271	0.2979220070293271	17456
RPL8	2	0	0.29788538990377	0.29788538990377	17457
UQCRC1	2	0	0.2978467877026083	0.2978467877026083	17458
NUDT2	2	0	0.29781989778084283	0.29781989778084283	17459
DYRK1A	2	0	0.2978139864739877	0.2978139864739877	17460
LMO3	2	0	0.29779335466088014	0.29779335466088014	17461
CYP2U1	2	0	0.2977841324473161	0.2977841324473161	17462
NUFIP1	2	0	0.29774572498087265	0.29774572498087265	17463
HAS2-AS1	1	0	0.2976759701990437	0.2976759701990437	17464
PDIA5	2	0	0.2976491350021437	0.2976491350021437	17465
AC006480.2	2	0	0.29762234790966724	0.29762234790966724	17466
AC002470.1	2	0	0.29758040930930785	0.29758040930930785	17467
AL353135.2	1	0	0.2974982362837141	0.2974982362837141	17468
RCC1	2	0	0.2974952152373698	0.2974952152373698	17469
NANP	2	0	0.2974794131979332	0.2974794131979332	17470
AC004948.1	1	0	0.2974535750027799	0.2974535750027799	17471
LIX1L	2	0	0.29739353399166224	0.29739353399166224	17472
FAM69B	1	0	0.2973887351394341	0.2973887351394341	17473
ZC3H10	2	0	0.2973866404040536	0.2973866404040536	17474
GFOD2	2	0	0.29738296400241415	0.29738296400241415	17475
AC012377.1	1	0	0.2973423774046481	0.2973423774046481	17476
CHCHD7	2	0	0.2973415316791068	0.2973415316791068	17477
LINC02572	1	0	0.2973354317034785	0.2973354317034785	17478
RPSA	2	0	0.297317025786836	0.297317025786836	17479
NOP16	2	0	0.2972460156776041	0.2972460156776041	17480
RNF4	2	0	0.29724274386504435	0.29724274386504435	17481
PA2G4	2	0	0.2971978172882273	0.2971978172882273	17482
THRIL	2	0	0.29718355362337573	0.29718355362337573	17483
KLHDC9	2	0	0.29714999956860194	0.29714999956860194	17484
KIAA0586	2	0	0.2970997752645749	0.2970997752645749	17485
REPS1	2	0	0.2970572194319654	0.2970572194319654	17486
PPP3R1	2	0	0.2970485402105446	0.2970485402105446	17487
ZFP82	1	0	0.2970483278623078	0.2970483278623078	17488
CCDC86	2	0	0.2970349513466862	0.2970349513466862	17489
P4HA1	2	0	0.2970217171514117	0.2970217171514117	17490
RABGGTA	2	0	0.29700919579104257	0.29700919579104257	17491
MBD1	2	0	0.2969434249510148	0.2969434249510148	17492
CLPTM1	2	0	0.2969354193357254	0.2969354193357254	17493
SNF8	2	0	0.2969228944686944	0.2969228944686944	17494
AHCY	2	0	0.2968644385736876	0.2968644385736876	17495
ORM2	1	0	0.2968597564052247	0.2968597564052247	17496
MRPL2	2	0	0.2968575743672285	0.2968575743672285	17497
ENTPD8	2	0	0.29685466319799675	0.29685466319799675	17498
C21orf58	2	0	0.2968408690287188	0.2968408690287188	17499
KLC4	2	0	0.2968343810261076	0.2968343810261076	17500
ADAMTS7	2	0	0.2967822090191275	0.2967822090191275	17501
AL133163.2	1	0	0.2967307906149227	0.2967307906149227	17502
FKBP1C	2	0	0.29658188297775007	0.29658188297775007	17503
MSI2	2	0	0.29657944411368786	0.29657944411368786	17504
CTTNBP2	1	0	0.2965739532292731	0.2965739532292731	17505
PARP16	2	0	0.2965554824075513	0.2965554824075513	17506
TNFRSF11A	2	0	0.2964969464772656	0.2964969464772656	17507
SNAPC5	2	0	0.29647694175165074	0.29647694175165074	17508
RRP15	2	0	0.2964016986839783	0.2964016986839783	17509
AC008556.1	2	0	0.2963998565177172	0.2963998565177172	17510
WFDC1	1	0	0.2963971978205271	0.2963971978205271	17511
AC098829.1	1	0	0.2963586042220655	0.2963586042220655	17512
DHRS4L2	2	0	0.29633436843374716	0.29633436843374716	17513
MAD2L1	2	0	0.29629430112460886	0.29629430112460886	17514
AOC3	1	0	0.2961192038251974	0.2961192038251974	17515
INPP4A	2	0	0.2961180390969184	0.2961180390969184	17516
AC132938.6	1	0	0.2959787268681826	0.2959787268681826	17517
MRPS18C	2	0	0.2959730640670025	0.2959730640670025	17518
P2RY14	1	0	0.2959244586747707	0.2959244586747707	17519
TMEM175	2	0	0.29590737098299424	0.29590737098299424	17520
AC008619.1	1	0	0.2958412098298677	0.2958412098298677	17521
ZSWIM3	2	0	0.29580115760707004	0.29580115760707004	17522
ZC3H6	2	0	0.2957924407520197	0.2957924407520197	17523
FBXW2	2	0	0.29578128053751035	0.29578128053751035	17524
CACNA1A	2	0	0.29575638269618443	0.29575638269618443	17525
BTBD9-AS1	1	0	0.2957300122317358	0.2957300122317358	17526
ZNF774	2	0	0.2956632804836242	0.2956632804836242	17527
PWP1	2	0	0.29564861348963595	0.29564861348963595	17528
SPA17	2	0	0.2956021746258137	0.2956021746258137	17529
GALNT15	1	0	0.2955632158345379	0.2955632158345379	17530
AP001011.1	1	0	0.2955445813208878	0.2955445813208878	17531
AC016644.1	1	0	0.295490313127476	0.295490313127476	17532
CSNK2A2	2	0	0.29546002304090013	0.29546002304090013	17533
TCF20	2	0	0.29545144269872664	0.29545144269872664	17534
AL158151.1	2	0	0.29543958868993886	0.29543958868993886	17535
IGHM	1	0	0.2953745761925188	0.2953745761925188	17536
AC124068.2	2	0	0.2953724859368634	0.2953724859368634	17537
ACCS	2	0	0.2953491942403015	0.2953491942403015	17538
AC104596.1	2	0	0.29533703851993537	0.29533703851993537	17539
TKFC	2	0	0.29531915064547265	0.29531915064547265	17540
GHRLOS	2	0	0.29531520119925164	0.29531520119925164	17541
SLC35E2A	2	0	0.29530006108385715	0.29530006108385715	17542
AC083964.1	1	0	0.2952296230401423	0.2952296230401423	17543
SMARCB1	2	0	0.29519735180504025	0.29519735180504025	17544
TXNL4A	2	0	0.29513198294899107	0.29513198294899107	17545
AC005695.2	1	0	0.2950561675801812	0.2950561675801812	17546
MTG1	2	0	0.29500437047868844	0.29500437047868844	17547
SPATA1	2	0	0.29496107668305294	0.29496107668305294	17548
METTL5	2	0	0.2948697166724558	0.2948697166724558	17549
IMPDH1	2	0	0.2947340314419223	0.2947340314419223	17550
SNRPC	2	0	0.29460209023998496	0.29460209023998496	17551
AGA	2	0	0.29458114809573005	0.29458114809573005	17552
IDO1	2	0	0.2945201235881015	0.2945201235881015	17553
CFH	1	0	0.2945162922931305	0.2945162922931305	17554
NFE2L2	2	0	0.294430261751232	0.294430261751232	17555
KDM7A-DT	1	0	0.2943506810658273	0.2943506810658273	17556
TSNAX	2	0	0.29429935409929364	0.29429935409929364	17557
HSPB11	2	0	0.2942250526182927	0.2942250526182927	17558
PTCH1	2	0	0.29420362278552636	0.29420362278552636	17559
DCAF8	2	0	0.29413983087527573	0.29413983087527573	17560
C21orf62	1	0	0.2940793400987681	0.2940793400987681	17561
AL354719.2	1	0	0.2940620482597575	0.2940620482597575	17562
NECTIN2	2	0	0.2940419601174669	0.2940419601174669	17563
CERS5	2	0	0.2940320077400735	0.2940320077400735	17564
MFAP4	1	0	0.2940064494606916	0.2940064494606916	17565
ANKRD1	2	0	0.293915851561866	0.293915851561866	17566
GLIPR1L1	1	0	0.2938952518625597	0.2938952518625597	17567
SLC45A4	2	0	0.29388693469905974	0.29388693469905974	17568
CFAP36	2	0	0.2938868030325614	0.2938868030325614	17569
PIK3R2	2	0	0.2937787469614547	0.2937787469614547	17570
LAMTOR1	2	0	0.29374559490709296	0.29374559490709296	17571
ANKRD6	2	0	0.29374130591769937	0.29374130591769937	17572
ARHGAP39	2	0	0.2937393228193467	0.2937393228193467	17573
FN3KRP	2	0	0.29370151006779316	0.29370151006779316	17574
AC115284.4	1	0	0.2935366581646497	0.2935366581646497	17575
PRICKLE4	1	0	0.293428121777826	0.293428121777826	17576
TIGD7	2	0	0.293390979948944	0.293390979948944	17577
SUCLG1	2	0	0.29326342976784503	0.29326342976784503	17578
PPP2R5C	2	0	0.2932528311019142	0.2932528311019142	17579
MST1	2	0	0.29323973094827804	0.29323973094827804	17580
AC020741.1	2	0	0.2932319509784842	0.2932319509784842	17581
TSHZ2	2	0	0.2932037231299652	0.2932037231299652	17582
LCA5L	2	0	0.2931636477798064	0.2931636477798064	17583
SHLD3	2	0	0.29312501687094494	0.29312501687094494	17584
VPS36	2	0	0.29310258627989266	0.29310258627989266	17585
UPP2	1	0	0.293102512617355	0.293102512617355	17586
ALG11	2	0	0.2930994358294408	0.2930994358294408	17587
SERPINH1	2	0	0.2930960697958426	0.2930960697958426	17588
EEA1	2	0	0.29301721416484283	0.29301721416484283	17589
RACK1	2	0	0.29299744891678037	0.29299744891678037	17590
AIFM2	2	0	0.2929251692270193	0.2929251692270193	17591
AC104116.1	1	0	0.2928944734793728	0.2928944734793728	17592
ADGRE5	2	0	0.2927903653699157	0.2927903653699157	17593
AL035634.1	1	0	0.2927769034568839	0.2927769034568839	17594
KEAP1	2	0	0.2927607700074754	0.2927607700074754	17595
RFXAP	2	0	0.292664304019572	0.292664304019572	17596
CABLES2	2	0	0.2926425246838033	0.2926425246838033	17597
DHDDS	2	0	0.2926226056618507	0.2926226056618507	17598
C10orf25	1	0	0.2925052818859113	0.2925052818859113	17599
TOP3A	2	0	0.29243417348294587	0.29243417348294587	17600
AL355075.1	2	0	0.29237507261833157	0.29237507261833157	17601
MYOSLID	1	0	0.2923427579095892	0.2923427579095892	17602
ZNF470	1	0	0.2923308527867496	0.2923308527867496	17603
DDX11	2	0	0.2923169370316061	0.2923169370316061	17604
KIF18A	2	0	0.2923001097771447	0.2923001097771447	17605
SMIM12	2	0	0.292272286501816	0.292272286501816	17606
PTP4A2	2	0	0.2922547749271907	0.2922547749271907	17607
AL096828.3	2	0	0.2922240730145624	0.2922240730145624	17608
GPD1L	2	0	0.29219597394513136	0.29219597394513136	17609
TMCO6	2	0	0.29211760135270554	0.29211760135270554	17610
AC004223.4	1	0	0.2921160902924496	0.2921160902924496	17611
AC010168.1	2	0	0.29206853396361276	0.29206853396361276	17612
AC011944.1	1	0	0.2920048926943178	0.2920048926943178	17613
LEMD1	2	0	0.29195219497764735	0.29195219497764735	17614
ITPRID2	1	0	0.2918000759754707	0.2918000759754707	17615
AC016773.1	2	0	0.2917875022772389	0.2917875022772389	17616
SMIM10	1	0	0.2916712998999221	0.2916712998999221	17617
PRB3	1	0	0.2916372713952352	0.2916372713952352	17618
NEDD4	2	0	0.2916075439721086	0.2916075439721086	17619
TMEM268	2	0	0.29160051617885224	0.29160051617885224	17620
EPB41L4A-AS1	2	0	0.29156960965232026	0.29156960965232026	17621
RTF2	2	0	0.2915496989052672	0.2915496989052672	17622
AC068790.2	1	0	0.2914201986215878	0.2914201986215878	17623
SRSF2	2	0	0.29141071765759796	0.29141071765759796	17624
TYMS	2	0	0.29138228798322213	0.29138228798322213	17625
MTRR	2	0	0.2913723696361539	0.2913723696361539	17626
GPX7	1	0	0.2913489616308605	0.2913489616308605	17627
ZMYND19	2	0	0.2913434241026507	0.2913434241026507	17628
AP004609.3	2	0	0.2912961475815154	0.2912961475815154	17629
SCARF1	1	0	0.2912821083064606	0.2912821083064606	17630
RHBDF1	2	0	0.2912776518454182	0.2912776518454182	17631
FASTKD1	2	0	0.2912379847771031	0.2912379847771031	17632
SPIN1	2	0	0.29121201777968075	0.29121201777968075	17633
C8orf37	2	0	0.29118528156062945	0.29118528156062945	17634
MKL1	1	0	0.2911466729689869	0.2911466729689869	17635
ZNF23	2	0	0.29103028473978443	0.29103028473978443	17636
POLL	2	0	0.2910230282467836	0.2910230282467836	17637
DND1	2	0	0.2910211240376047	0.2910211240376047	17638
OR2A1-AS1	2	0	0.2909933672283263	0.2909933672283263	17639
COG8.1	1	0	0.2909923865021229	0.2909923865021229	17640
RAD51AP1	2	0	0.2909257061821509	0.2909257061821509	17641
ZNF397	2	0	0.2909024061697691	0.2909024061697691	17642
LINC01118	2	0	0.2908987158605436	0.2908987158605436	17643
MRPS11	2	0	0.2908697777924505	0.2908697777924505	17644
ASB14	2	0	0.29085465652026243	0.29085465652026243	17645
GLT8D1	2	0	0.2908091943173492	0.2908091943173492	17646
EMC6	2	0	0.29074703279061176	0.29074703279061176	17647
SAMD12	2	0	0.29071765056685184	0.29071765056685184	17648
EIF3D	2	0	0.290628893452453	0.290628893452453	17649
CASKIN1	2	0	0.2905975444876162	0.2905975444876162	17650
ANAPC11	2	0	0.2905850651449387	0.2905850651449387	17651
COG7	2	0	0.29057104367287817	0.29057104367287817	17652
PHACTR4	2	0	0.2905578083774253	0.2905578083774253	17653
EPCAM	2	0	0.2905494815159443	0.2905494815159443	17654
CYB5R4	2	0	0.2904950136662331	0.2904950136662331	17655
AL158071.1	1	0	0.2904433711401747	0.2904433711401747	17656
RGS6	2	0	0.29042359865285405	0.29042359865285405	17657
CYB561D2	2	0	0.29033173735687356	0.29033173735687356	17658
